,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,Draft_Yr
271,2010 Draft Day Trades  Trades between teams sent and received  Oklahoma City From New Orleans:  Cole Aldrich  Morris Peterson    New Orleans From Oklahoma City:  Craig Brackins  Quincy Pondexter  Portland  From Minnesota:  Ryan Gomes  Luke Babbitt  Minnesota From Portland:  Martell Webster  Washington  From Chicago:  Kirk Hinrich  Kevin Seraphin  Chicago From Washington:  Future 2nd Round Pick (TBA)  LA Clippers  From Oklahoma Ctiy:  Eric Bledsoe  Oklahoma City  From LA Clippers:  Future 1st Round Pick (TBA)  Washington  From Minnesota:  Trevor Booker  Hamady N'Diaye  Minnesota  From Washington:  Lazar Hayward  Nemanja Bjelica  New Jersey  From Atlanta:  Damion James  Atlanta  From New Jersey:  Jordan Crawford  Tibor Pleiss  Dallas From Memphis:  Dominique Jones  Memphis  From Dallas:  Cash Considerations Oklahoma City  From Atlanta:  Tibor Pleiss  Atlanta  From Oklahoma City:  Cash Considerations  Oklahoma City From Miami:  Latavious Williams  Miami  From Oklahoma City:  Future 2nd Round Pick (TBA)  Toronto From Miami:  Solomon Alabi  Miami  From Toronto:  Future 2nd Round Pick (TBA)  Cash Considerations Indiana  From Oklahoma City:  Magnum Rolle  Oklahoma City From Indiana:  Ryan Reid,2010 Draft Day Trades,Trades between teams sent and received,Oklahoma City,From New Orleans:  Cole Aldrich  Morris Peterson,New Orleans,From Oklahoma City:  Craig Brackins  Quincy Pondexter,Portland,From Minnesota:  Ryan Gomes  Luke Babbitt,Minnesota,From Portland:  Martell Webster,Washington,From Chicago:  Kirk Hinrich  Kevin Seraphin,Chicago,From Washington:  Future 2nd Round Pick (TBA),LA Clippers,From Oklahoma Ctiy:  Eric Bledsoe,Oklahoma City,From LA Clippers:  Future 1st Round Pick (TBA),Washington,From Minnesota:  Trevor Booker  Hamady N'Diaye,Minnesota,From Washington:  Lazar Hayward  Nemanja Bjelica,New Jersey,From Atlanta:  Damion James,Atlanta,From New Jersey:  Jordan Crawford  Tibor Pleiss,Dallas,From Memphis:  Dominique Jones,Memphis,From Dallas:  Cash Considerations,Oklahoma City,From Atlanta:  Tibor Pleiss,Atlanta,From Oklahoma City:  Cash Considerations,Oklahoma City,From Miami:  Latavious Williams,Miami,From Oklahoma City:  Future 2nd Round Pick (TBA),Toronto,From Miami:  Solomon Alabi,Miami,From Toronto:  Future 2nd Round Pick (TBA)  Cash Considerations,Indiana,From Oklahoma City:  Magnum Rolle,Oklahoma City,From Indiana:  Ryan Reid,,,,,,,,,,,,,,,,,,,,,,2010
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
273,2010 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
274,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
275,Oklahoma City,From New Orleans:  Cole Aldrich  Morris Peterson,New Orleans,From Oklahoma City:  Craig Brackins  Quincy Pondexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
276,Portland,From Minnesota:  Ryan Gomes  Luke Babbitt,Minnesota,From Portland:  Martell Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
277,Washington,From Chicago:  Kirk Hinrich  Kevin Seraphin,Chicago,From Washington:  Future 2nd Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
278,LA Clippers,From Oklahoma Ctiy:  Eric Bledsoe,Oklahoma City,From LA Clippers:  Future 1st Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
279,Washington,From Minnesota:  Trevor Booker  Hamady N'Diaye,Minnesota,From Washington:  Lazar Hayward  Nemanja Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
280,New Jersey,From Atlanta:  Damion James,Atlanta,From New Jersey:  Jordan Crawford  Tibor Pleiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
281,Dallas,From Memphis:  Dominique Jones,Memphis,From Dallas:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
282,Oklahoma City,From Atlanta:  Tibor Pleiss,Atlanta,From Oklahoma City:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
283,Oklahoma City,From Miami:  Latavious Williams,Miami,From Oklahoma City:  Future 2nd Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
284,Toronto,From Miami:  Solomon Alabi,Miami,From Toronto:  Future 2nd Round Pick (TBA)  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
285,Indiana,From Oklahoma City:  Magnum Rolle,Oklahoma City,From Indiana:  Ryan Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
287,2011 Draft Day Trades  Trades between teams sent and received  Indiana  From San Antonio:  George Hill  San Antonio From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011)  Houston  From Minnesota:  Jonny Flynn  Minnesota From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller  Chicago  From Minnesota:  Nikola Mirotic  Minnesota  From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011)  New Jersey  From Boston:  Marshon Brooks Boston  From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014)  Dallas  From Portland:  Rudy Fernandez  Portland  From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011)  Portland From Denver:  Raymond Felton  Denver  From Portland:  Andre Miller  Jordan Hamilton  Miami  From Minnesota:  1st Round Pick (2011)  Minnesota  From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations Minnesota From New Jersey:  Cash Considerations  New Jersey  From Minnesota:  2nd Round Pick (2011) Orlando From Cleveland:  Justin Harper  Cleveland  From Orlando:  2 Future 2nd Round Picks (TBD) 3-Way Team Trades  Charlotte From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011)  Milwaukee  From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih Sacramento From Milwaukee:  John Salmons  1st Round Pick (2011),2011 Draft Day Trades  Trades between teams sent and received  Indiana  From San Antonio:  George Hill  San Antonio From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011)  Houston  From Minnesota:  Jonny Flynn  Minnesota From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller  Chicago  From Minnesota:  Nikola Mirotic  Minnesota  From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011)  New Jersey  From Boston:  Marshon Brooks Boston  From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014)  Dallas  From Portland:  Rudy Fernandez  Portland  From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011)  Portland From Denver:  Raymond Felton  Denver  From Portland:  Andre Miller  Jordan Hamilton  Miami  From Minnesota:  1st Round Pick (2011)  Minnesota  From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations Minnesota From New Jersey:  Cash Considerations  New Jersey  From Minnesota:  2nd Round Pick (2011) Orlando From Cleveland:  Justin Harper  Cleveland  From Orlando:  2 Future 2nd Round Picks (TBD) 3-Way Team Trades  Charlotte From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011)  Milwaukee  From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih Sacramento From Milwaukee:  John Salmons  1st Round Pick (2011),2011 Draft Day Trades,Trades between teams sent and received,Indiana,From San Antonio:  George Hill,San Antonio,From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011),Houston,From Minnesota:  Jonny Flynn,Minnesota,From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller,Chicago,From Minnesota:  Nikola Mirotic,Minnesota,From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011),New Jersey,From Boston:  Marshon Brooks,Boston,From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014),Dallas,From Portland:  Rudy Fernandez,Portland,From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011),Portland,From Denver:  Raymond Felton,Denver,From Portland:  Andre Miller  Jordan Hamilton,Miami,From Minnesota:  1st Round Pick (2011),Minnesota,From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations,Minnesota,From New Jersey:  Cash Considerations,New Jersey,From Minnesota:  2nd Round Pick (2011),Orlando,From Cleveland:  Justin Harper,Cleveland,From Orlando:  2 Future 2nd Round Picks (TBD),3-Way Team Trades,Charlotte,From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011),Milwaukee,From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih,Sacramento,From Milwaukee:  John Salmons  1st Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,2011
288,2011 Draft Day Trades  Trades between teams sent and received  Indiana  From San Antonio:  George Hill  San Antonio From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011)  Houston  From Minnesota:  Jonny Flynn  Minnesota From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller  Chicago  From Minnesota:  Nikola Mirotic  Minnesota  From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011)  New Jersey  From Boston:  Marshon Brooks Boston  From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014)  Dallas  From Portland:  Rudy Fernandez  Portland  From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011)  Portland From Denver:  Raymond Felton  Denver  From Portland:  Andre Miller  Jordan Hamilton  Miami  From Minnesota:  1st Round Pick (2011)  Minnesota  From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations Minnesota From New Jersey:  Cash Considerations  New Jersey  From Minnesota:  2nd Round Pick (2011) Orlando From Cleveland:  Justin Harper  Cleveland  From Orlando:  2 Future 2nd Round Picks (TBD) 3-Way Team Trades  Charlotte From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011)  Milwaukee  From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih Sacramento From Milwaukee:  John Salmons  1st Round Pick (2011),2011 Draft Day Trades,Trades between teams sent and received,Indiana,From San Antonio:  George Hill,San Antonio,From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011),Houston,From Minnesota:  Jonny Flynn,Minnesota,From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller,Chicago,From Minnesota:  Nikola Mirotic,Minnesota,From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011),New Jersey,From Boston:  Marshon Brooks,Boston,From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014),Dallas,From Portland:  Rudy Fernandez,Portland,From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011),Portland,From Denver:  Raymond Felton,Denver,From Portland:  Andre Miller  Jordan Hamilton,Miami,From Minnesota:  1st Round Pick (2011),Minnesota,From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations,Minnesota,From New Jersey:  Cash Considerations,New Jersey,From Minnesota:  2nd Round Pick (2011),Orlando,From Cleveland:  Justin Harper,Cleveland,From Orlando:  2 Future 2nd Round Picks (TBD),3-Way Team Trades,Charlotte,From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011),Milwaukee,From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih,Sacramento,From Milwaukee:  John Salmons  1st Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,,2011
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
290,2011 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
291,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
292,Indiana,From San Antonio:  George Hill,San Antonio,From Indiana:  1st Round Pick (2011)  2nd Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
293,Houston,From Minnesota:  Jonny Flynn,Minnesota,From Houston:  1st Round Pick (2011)  Future 1st Round Pick (TBA)  Brad Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
294,Chicago,From Minnesota:  Nikola Mirotic,Minnesota,From Chicago:  1st Round Pick (2011)  2nd Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
295,New Jersey,From Boston:  Marshon Brooks,Boston,From New Jersey:  JaJuan Johnson  Future 2nd Round Pick (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
296,Dallas,From Portland:  Rudy Fernandez,Portland,From Dallas:  1st Round Draft Pick (2011)  2nd Round Draft Pick (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
297,Portland,From Denver:  Raymond Felton,Denver,From Portland:  Andre Miller  Jordan Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
298,Miami,From Minnesota:  1st Round Pick (2011),Minnesota,From Miami:  2nd Round Pick (2011)  Future 2nd Round Pick (TBD)  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
299,Minnesota,From New Jersey:  Cash Considerations,New Jersey,From Minnesota:  2nd Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
300,Orlando,From Cleveland:  Justin Harper,Cleveland,From Orlando:  2 Future 2nd Round Picks (TBD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
301,3-Way Team Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
302,Charlotte,From Milwaukee:  Corey Maggette     From Sacramento:  1st Round Pick (2011),Milwaukee,From Charlotte:  Shaun Livingston  Stephen Jackson  1st Round Pick (2011)  From Sacramento:  Beno Udrih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
303,Sacramento,From Milwaukee:  John Salmons  1st Round Pick (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
305,2012 Draft Day Trades  Trades between teams sent and received  Cleveland  From Dallas:  Kelenna Azubuike  Dallas From Cleveland:Jared CunninghamBernard JamesJae Crowder Philadelphia  From Miami:  Arnett Moultrie  Miami From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA)  Indiana  From Sacramento:  Orlando Johnson  Sacramento  From Indiana:  Cash Considerations  Brooklyn  From Portland:  Tyshawn Taylor Portland  From Brooklyn:  Cash Considerations  Brooklyn  From Philadelphia:  Tornike Shengelia  Philadelphia  From Brooklyn:  Cash Considerations  LA Lakers  From Dallas:  Darius Johnson-Odom  Dallas  From LA Lakers:  Cash Considerations,2012 Draft Day Trades  Trades between teams sent and received  Cleveland  From Dallas:  Kelenna Azubuike  Dallas From Cleveland:Jared CunninghamBernard JamesJae Crowder Philadelphia  From Miami:  Arnett Moultrie  Miami From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA)  Indiana  From Sacramento:  Orlando Johnson  Sacramento  From Indiana:  Cash Considerations  Brooklyn  From Portland:  Tyshawn Taylor Portland  From Brooklyn:  Cash Considerations  Brooklyn  From Philadelphia:  Tornike Shengelia  Philadelphia  From Brooklyn:  Cash Considerations  LA Lakers  From Dallas:  Darius Johnson-Odom  Dallas  From LA Lakers:  Cash Considerations,2012 Draft Day Trades,Trades between teams sent and received,Cleveland,From Dallas:  Kelenna Azubuike,Dallas,From Cleveland:Jared CunninghamBernard JamesJae Crowder,Philadelphia,From Miami:  Arnett Moultrie,Miami,From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA),Indiana,From Sacramento:  Orlando Johnson,Sacramento,From Indiana:  Cash Considerations,Brooklyn,From Portland:  Tyshawn Taylor,Portland,From Brooklyn:  Cash Considerations,Brooklyn,From Philadelphia:  Tornike Shengelia,Philadelphia,From Brooklyn:  Cash Considerations,LA Lakers,From Dallas:  Darius Johnson-Odom,Dallas,From LA Lakers:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
306,2012 Draft Day Trades  Trades between teams sent and received  Cleveland  From Dallas:  Kelenna Azubuike  Dallas From Cleveland:Jared CunninghamBernard JamesJae Crowder Philadelphia  From Miami:  Arnett Moultrie  Miami From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA)  Indiana  From Sacramento:  Orlando Johnson  Sacramento  From Indiana:  Cash Considerations  Brooklyn  From Portland:  Tyshawn Taylor Portland  From Brooklyn:  Cash Considerations  Brooklyn  From Philadelphia:  Tornike Shengelia  Philadelphia  From Brooklyn:  Cash Considerations  LA Lakers  From Dallas:  Darius Johnson-Odom  Dallas  From LA Lakers:  Cash Considerations,2012 Draft Day Trades,Trades between teams sent and received,Cleveland,From Dallas:  Kelenna Azubuike,Dallas,From Cleveland:Jared CunninghamBernard JamesJae Crowder,Philadelphia,From Miami:  Arnett Moultrie,Miami,From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA),Indiana,From Sacramento:  Orlando Johnson,Sacramento,From Indiana:  Cash Considerations,Brooklyn,From Portland:  Tyshawn Taylor,Portland,From Brooklyn:  Cash Considerations,Brooklyn,From Philadelphia:  Tornike Shengelia,Philadelphia,From Brooklyn:  Cash Considerations,LA Lakers,From Dallas:  Darius Johnson-Odom,Dallas,From LA Lakers:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
308,2012 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
309,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
310,Cleveland,From Dallas:  Kelenna Azubuike,Dallas,From Cleveland:Jared CunninghamBernard JamesJae Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
311,Philadelphia,From Miami:  Arnett Moultrie,Miami,From Philadelphia:Justin HamiltonFuture 1st Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
312,Indiana,From Sacramento:  Orlando Johnson,Sacramento,From Indiana:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
313,Brooklyn,From Portland:  Tyshawn Taylor,Portland,From Brooklyn:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
314,Brooklyn,From Philadelphia:  Tornike Shengelia,Philadelphia,From Brooklyn:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
315,LA Lakers,From Dallas:  Darius Johnson-Odom,Dallas,From LA Lakers:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
317,2013 Draft Day Trades  Trades between teams sent and received  New Orleans  From Philadelphia:  Jrue HolidayPierre Jackson  Philadelphia From New Orleans:Nerlens NoelFuture 1st Round Pick (2014) Minnesota  From Utah:  Shabazz MuhammadGorgui Dieng  Utah From Minnesota:Trey Burke Dallas  From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014)  Boston  From Dallas:  Kelly Olynyk Dallas  From Atlanta:  Shawn Larkin Mike Muscala Dallas  From Atlanta:Lucas NogueiraJared Cunningham  Minnesota  From Golden State:  2nd Round Draft Pick (2014)Cash Considerations  Golden State  From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations  Golden State  From OK City:  Archie GoodwinCash Considerations  OK City  From Golden State: Andre Roberson  Denver  From Utah:  Erick GreenCash Considerations  Utah  From Denver:Rudy Gobert  Golden State  From Phoenix:  Nemanja Nedovic  Phoenix  From Golden State:  Archie GoodwinMalcolm Lee  Cleveland  From Portland:  Two 2nd Round Picks (TBA)  Portland  From Cleveland: Allen Crabbe  Washington  From Philadelphia:  Glen Rice Jr.  Philadelphia  From Washington: Nate WoltersArsalan Kazemi  Philadelphia  From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA)  Milwaukee  From Philadelphia:Nate Wolters  Portland  From OK City:  Cash Considerations  OK City  From Portland:  Grant Jerrett  Philadelphia  From Dallas:  Second Round Draft Pick (2014)  Dallas  From Philadelphia:  Ricky Ledo  Atlanta  From Miami:Second Round Pick (TBD)  Miami  From Atlanta:  James Ennis  Indiana  From Boston:  Cash Considerations  Boston  From Indiana:  Colton Iverson  Memphis  From Denver:  Kosta Koufos  Denver  From Memphis:Darrell ArthurJoffrey Lauvergne,2013 Draft Day Trades  Trades between teams sent and received  New Orleans  From Philadelphia:  Jrue HolidayPierre Jackson  Philadelphia From New Orleans:Nerlens NoelFuture 1st Round Pick (2014) Minnesota  From Utah:  Shabazz MuhammadGorgui Dieng  Utah From Minnesota:Trey Burke Dallas  From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014)  Boston  From Dallas:  Kelly Olynyk Dallas  From Atlanta:  Shawn Larkin Mike Muscala Dallas  From Atlanta:Lucas NogueiraJared Cunningham  Minnesota  From Golden State:  2nd Round Draft Pick (2014)Cash Considerations  Golden State  From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations  Golden State  From OK City:  Archie GoodwinCash Considerations  OK City  From Golden State: Andre Roberson  Denver  From Utah:  Erick GreenCash Considerations  Utah  From Denver:Rudy Gobert  Golden State  From Phoenix:  Nemanja Nedovic  Phoenix  From Golden State:  Archie GoodwinMalcolm Lee  Cleveland  From Portland:  Two 2nd Round Picks (TBA)  Portland  From Cleveland: Allen Crabbe  Washington  From Philadelphia:  Glen Rice Jr.  Philadelphia  From Washington: Nate WoltersArsalan Kazemi  Philadelphia  From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA)  Milwaukee  From Philadelphia:Nate Wolters  Portland  From OK City:  Cash Considerations  OK City  From Portland:  Grant Jerrett  Philadelphia  From Dallas:  Second Round Draft Pick (2014)  Dallas  From Philadelphia:  Ricky Ledo  Atlanta  From Miami:Second Round Pick (TBD)  Miami  From Atlanta:  James Ennis  Indiana  From Boston:  Cash Considerations  Boston  From Indiana:  Colton Iverson  Memphis  From Denver:  Kosta Koufos  Denver  From Memphis:Darrell ArthurJoffrey Lauvergne,2013 Draft Day Trades,Trades between teams sent and received,New Orleans,From Philadelphia:  Jrue HolidayPierre Jackson,Philadelphia,From New Orleans:Nerlens NoelFuture 1st Round Pick (2014),Minnesota,From Utah:  Shabazz MuhammadGorgui Dieng,Utah,From Minnesota:Trey Burke,Dallas,From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014),Boston,From Dallas:  Kelly Olynyk,Dallas,From Atlanta:  Shawn Larkin Mike Muscala,Dallas,From Atlanta:Lucas NogueiraJared Cunningham,Minnesota,From Golden State:  2nd Round Draft Pick (2014)Cash Considerations,Golden State,From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations,Golden State,From OK City:  Archie GoodwinCash Considerations,OK City,From Golden State: Andre Roberson,Denver,From Utah:  Erick GreenCash Considerations,Utah,From Denver:Rudy Gobert,Golden State,From Phoenix:  Nemanja Nedovic,Phoenix,From Golden State:  Archie GoodwinMalcolm Lee,Cleveland,From Portland:  Two 2nd Round Picks (TBA),Portland,From Cleveland: Allen Crabbe,Washington,From Philadelphia:  Glen Rice Jr.,Philadelphia,From Washington: Nate WoltersArsalan Kazemi,Philadelphia,From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA),Milwaukee,From Philadelphia:Nate Wolters,Portland,From OK City:  Cash Considerations,OK City,From Portland:  Grant Jerrett,Philadelphia,From Dallas:  Second Round Draft Pick (2014),Dallas,From Philadelphia:  Ricky Ledo,Atlanta,From Miami:Second Round Pick (TBD),Miami,From Atlanta:  James Ennis,Indiana,From Boston:  Cash Considerations,Boston,From Indiana:  Colton Iverson,Memphis,From Denver:  Kosta Koufos,Denver,From Memphis:Darrell ArthurJoffrey Lauvergne,2013
